Image_Index,File_Name,Rule,Initial_Sum(R_out),Final_Sum(R_in),Absolute_Error,RCE_Value,RCE_Percentage(%)
50,n07873807_1051_pizza.jpg,epsilon,19.993904,-1.7036108e+17,1.7036108e+17,8.520651e+15,8.520651e+17
50,n07873807_1051_pizza.jpg,alpha_beta,19.993904,19.992996,0.00090789795,4.540874e-05,0.0045408737
50,n07873807_1051_pizza.jpg,composite,19.993904,19.992973,0.00093078613,4.6553498e-05,0.00465535
51,n02084071_77_dog.jpg,z_plus,13.2950325,13.295027,5.722046e-06,4.3038978e-07,4.3038977e-05
51,n02084071_77_dog.jpg,epsilon,13.2950325,-1.3925425e+17,1.3925425e+17,1.0474156e+16,1.0474156e+18
51,n02084071_77_dog.jpg,alpha_beta,13.2950325,13.299112,0.0040798187,0.0003068679,0.03068679
51,n02084071_77_dog.jpg,composite,13.2950325,13.299128,0.0040950775,0.00030801562,0.03080156
52,n03062245_872_cocktail_shaker.jpg,z_plus,17.071453,17.071444,9.536743e-06,5.586369e-07,5.586369e-05
52,n03062245_872_cocktail_shaker.jpg,epsilon,17.071453,-5.35378e+15,5.35378e+15,3.136101e+14,3.136101e+16
52,n03062245_872_cocktail_shaker.jpg,alpha_beta,17.071453,17.130606,0.059152603,0.003465001,0.3465001
52,n03062245_872_cocktail_shaker.jpg,composite,17.071453,17.130592,0.05913925,0.003464219,0.3464219
53,n02118333_6_fox.jpg,z_plus,20.705261,20.705252,9.536743e-06,4.6059517e-07,4.605952e-05
53,n02118333_6_fox.jpg,epsilon,20.705261,4.0392187e+18,4.0392187e+18,1.9508176e+17,1.9508175e+19
53,n02118333_6_fox.jpg,alpha_beta,20.705261,20.696312,0.00894928,0.0004322225,0.04322225
53,n02118333_6_fox.jpg,composite,20.705261,20.696297,0.008964539,0.00043295947,0.043295946
54,n02992211_25528_cello.jpg,z_plus,20.184366,20.184359,7.6293945e-06,3.7798534e-07,3.7798534e-05
54,n02992211_25528_cello.jpg,epsilon,20.184366,6.2909657e+16,6.2909657e+16,3.1167517e+15,3.1167516e+17
54,n02992211_25528_cello.jpg,alpha_beta,20.184366,20.184364,1.9073486e-06,9.4496336e-08,9.449634e-06
54,n02992211_25528_cello.jpg,composite,20.184366,20.184366,0.0,0.0,0.0
55,n04542943_3211_waffle_iron.jpg,z_plus,15.422385,15.422379,6.67572e-06,4.3285914e-07,4.3285912e-05
55,n04542943_3211_waffle_iron.jpg,epsilon,15.422385,-2.0741187e+16,2.0741187e+16,1.3448755e+15,1.3448755e+17
55,n04542943_3211_waffle_iron.jpg,alpha_beta,15.422385,15.422533,0.00014781952,9.584738e-06,0.0009584738
55,n04542943_3211_waffle_iron.jpg,composite,15.422385,15.42253,0.0001449585,9.399227e-06,0.00093992264
56,n02951585_3935_can_opener.jpg,z_plus,20.689764,20.689743,2.0980835e-05,1.0140684e-06,0.00010140684
56,n02951585_3935_can_opener.jpg,epsilon,20.689764,4.7473394e+17,4.7473394e+17,2.2945354e+16,2.2945354e+18
56,n02951585_3935_can_opener.jpg,alpha_beta,20.689764,20.708935,0.019170761,0.0009265819,0.09265819
56,n02951585_3935_can_opener.jpg,composite,20.689764,20.70893,0.019165039,0.00092630537,0.092630535
57,n03814639_5954_neck_brace.jpg,z_plus,15.509767,15.509761,5.722046e-06,3.6893178e-07,3.689318e-05
57,n03814639_5954_neck_brace.jpg,epsilon,15.509767,-4.059122e+16,4.059122e+16,2.6171394e+15,2.6171394e+17
57,n03814639_5954_neck_brace.jpg,alpha_beta,15.509767,15.527161,0.017394066,0.0011214912,0.11214912
