Image,Global_Rule,Total_Leakage_(%),Sparsity,Heatmap_Entropy,Execution_Time,Structure-Tolerance_Add,Structure-Tolerance_Padding,Structure-Tolerance_Gap
n03950228_34570_pitcher.jpg,z_plus,3.2001135e-05,0.003826530612244898,10.51488,0.6511199474334717,1.4932816,0.00054499967,2.4335517e-05
n03950228_34570_pitcher.jpg,epsilon,1.0957851e+17,6.64328231292517e-06,9.245756,0.5673990249633789,5.946457,0.14354299,0.33901808
n03950228_34570_pitcher.jpg,alpha_beta,0.0085443035,0.00939360119047619,8.496005,0.7425956726074219,117.9127,0.00039636338,0.00013790125
n03950228_34570_pitcher.jpg,composite,0.0091416575,0.009373671343537416,8.499408,0.7505733966827393,117.9127,0.00039636338,0.00013790125
n02129604_9026_tiger.jpg,z_plus,2.1808224e-05,0.004849596088435374,7.7342534,0.5599932670593262,1.5352942,0.00058507535,2.3456967e-05
n02129604_9026_tiger.jpg,epsilon,6.2116044e+17,3.321641156462585e-05,8.366753,0.5701701641082764,0.35215995,0.014085147,0.08188046
n02129604_9026_tiger.jpg,alpha_beta,0.03879683,0.00701530612244898,7.9050903,0.8492074012756348,81.96477,0.0010762496,5.4732925e-05
n02129604_9026_tiger.jpg,composite,0.03933113,0.0069820897108843535,7.924132,0.7730977535247803,81.96477,0.0010762496,5.4732925e-05
n01662784_2198_turtle.jpg,z_plus,4.0973187e-05,0.0036870216836734694,9.625675,0.6393074989318848,0.1848219,0.00029391117,4.309802e-05
n01662784_2198_turtle.jpg,epsilon,1.4000419e+17,6.64328231292517e-06,9.290715,0.5563004016876221,0.5695289,0.07567439,0.037703585
n01662784_2198_turtle.jpg,alpha_beta,0.002069146,0.0050289647108843535,9.363821,0.8057568073272705,45.794033,0.00017015911,7.1830036e-06
n01662784_2198_turtle.jpg,composite,0.0021101192,0.0050156781462585035,9.364844,0.7631487846374512,45.794033,0.00017015911,7.1830036e-06
n04254120_621_soap_dispenser.jpg,z_plus,5.3609547e-05,0.0031356292517006803,9.902411,0.6258366107940674,0.44375664,0.00032472282,4.7232184e-05
n04254120_621_soap_dispenser.jpg,epsilon,1.5842059e+16,0.0,8.729114,0.5551772117614746,1.0499041,0.013355534,0.06180331
n04254120_621_soap_dispenser.jpg,alpha_beta,0.19940071,0.010762117346938776,8.99198,0.7571837902069092,102.303925,0.0021054607,4.7232184e-05
n04254120_621_soap_dispenser.jpg,composite,0.19929348,0.0107421875,8.993212,0.8256759643554688,102.303925,0.0021054607,4.7232184e-05
n02787622_3030_banjo.jpg,z_plus,5.788386e-05,0.005181760204081632,10.363181,0.5874660015106201,2.064557,0.00047768027,2.5246623e-05
n02787622_3030_banjo.jpg,epsilon,1.0926931e+18,8.636267006802721e-05,9.115307,0.5552752017974854,8.35575,0.0017481064,0.13224182
n02787622_3030_banjo.jpg,alpha_beta,0.057845272,0.007400616496598639,9.737764,0.8287432193756104,112.127945,0.005793143,1.2623312e-05
n02787622_3030_banjo.jpg,composite,0.05783562,0.00741390306122449,9.736412,0.7731060981750488,112.127945,0.005793143,1.2623312e-05
n02691156_2138_airplane.jpg,z_plus,4.8429923e-05,0.0017405399659863945,10.390896,0.632941722869873,1.9865447,0.000868188,4.6874426e-05
n02691156_2138_airplane.jpg,epsilon,2.047293e+16,6.64328231292517e-06,8.7279415,0.5480108261108398,0.57552385,0.03225756,0.061346903
n02691156_2138_airplane.jpg,alpha_beta,0.09354724,0.005899234693877551,9.611391,0.7528543472290039,38.157608,0.0029276107,0.000117186064
n02691156_2138_airplane.jpg,composite,0.09342132,0.005919164540816327,9.611685,0.8407862186431885,38.157608,0.0029276107,0.000117186064
n02484322_3182_monkey.jpg,z_plus,4.3160453e-05,0.006962159863945578,9.586664,0.5961966514587402,0.86927366,0.00017658544,1.7992461e-05
n02484322_3182_monkey.jpg,epsilon,1.0351204e+17,1.328656462585034e-05,8.770699,0.5532317161560059,0.20328937,2.6774032,0.023723058
n02484322_3182_monkey.jpg,alpha_beta,0.0067243986,0.007420546343537415,9.296031,0.8296465873718262,54.845066,0.00033845546,6.297361e-05
n02484322_3182_monkey.jpg,composite,0.006741663,0.0073873299319727895,9.297602,0.7739412784576416,54.845066,0.00033845546,6.297361e-05
n02274259_3025_butterfly.jpg,z_plus,0.0007861556,0.005387701955782313,9.593384,0.6149196624755859,0.7503365,0.0007506677,2.5813259e-05
n02274259_3025_butterfly.jpg,epsilon,7.272039e+16,0.0,8.883205,0.5566699504852295,0.103575274,0.10221724,0.033866994
n02274259_3025_butterfly.jpg,alpha_beta,0.048509125,0.006171609268707483,8.895048,0.880333662033081,133.62187,0.0028525372,0.00016778619
n02274259_3025_butterfly.jpg,composite,0.0066435686,0.006131749574829932,8.897297,0.9011833667755127,133.62187,0.0028525372,0.00016778619
n04252225_8055_snowplow.jpg,z_plus,4.7331177e-05,0.0028566113945578233,9.89857,0.5484471321105957,0.66566586,0.00022697316,3.2246444e-05
n04252225_8055_snowplow.jpg,epsilon,9.6604274e+17,1.328656462585034e-05,9.253252,0.6187512874603271,0.032410495,0.026816878,0.08448569
n04252225_8055_snowplow.jpg,alpha_beta,0.074631795,0.005228263180272109,9.399401,0.7738466262817383,88.64559,0.0011689117,3.2246444e-05
n04252225_8055_snowplow.jpg,composite,0.07461286,0.00526812287414966,9.399282,0.8257627487182617,88.64559,0.0011689117,3.2246444e-05
n02121808_538_domestic_cat.jpg,z_plus,2.2933931e-05,0.0055272108843537416,6.026558,0.5456063747406006,2.4080868,0.0031526312,4.2895896e-05
n02121808_538_domestic_cat.jpg,epsilon,5.8043e+16,2.657312925170068e-05,8.372268,0.5561642646789551,0.10978095,0.017730756,0.1282955
n02121808_538_domestic_cat.jpg,alpha_beta,0.21272749,0.010675754676870748,7.0159492,0.7546210289001465,94.9037,0.0074343965,0.0
n02121808_538_domestic_cat.jpg,composite,0.21272749,0.010682397959183673,7.015292,0.8283138275146484,94.9037,0.0074343965,0.0
n04026417_1879_purse.jpg,z_plus,4.175589e-05,0.007626488095238095,10.856075,0.5551965236663818,0.656852,0.00014154264,3.3973873e-05
n04026417_1879_purse.jpg,epsilon,1.6387888e+17,3.321641156462585e-05,9.233556,0.566260814666748,0.9274305,0.019520016,0.017877053
n04026417_1879_purse.jpg,alpha_beta,0.44380942,0.013200201955782313,7.048177,0.8365352153778076,231.41412,0.00011580761,0.00011551117
n04026417_1879_purse.jpg,composite,0.4438025,0.013213488520408163,7.04811,0.8821313381195068,231.41412,0.00011580761,0.00011551117
n04254120_4148_soap_dispenser.jpg,z_plus,4.2488064e-05,0.0015080250850340135,10.203581,0.5430314540863037,0.64212227,0.00025830744,3.0087687e-05
n04254120_4148_soap_dispenser.jpg,epsilon,1.3839601e+17,0.0,7.3278003,0.556955099105835,0.47807726,0.04825309,0.013188436
n04254120_4148_soap_dispenser.jpg,alpha_beta,0.09583608,0.005905877976190476,8.162043,0.8434121608734131,308.88446,0.00018270526,4.0116916e-05
n04254120_4148_soap_dispenser.jpg,composite,0.09545369,0.00587266156462585,8.160824,0.8274269104003906,308.88446,0.00018270526,4.0116916e-05
n07695742_612_pretzel.jpg,z_plus,7.93231e-05,0.0021258503401360546,10.006849,0.6025164127349854,0.34207654,0.00050268054,1.8726862e-05
n07695742_612_pretzel.jpg,epsilon,1.0949299e+17,6.64328231292517e-06,8.202384,0.5515825748443604,0.06938919,0.028786032,0.016467152
n07695742_612_pretzel.jpg,alpha_beta,0.18002738,0.005035607993197279,8.69023,0.7651360034942627,218.28181,0.0005269061,2.4969147e-05
n07695742_612_pretzel.jpg,composite,0.18204652,0.005068824404761905,8.697691,0.8932838439941406,218.28181,0.0005269061,2.4969147e-05
n03642806_7780_laptop.jpg,z_plus,3.6001264e-05,0.005606930272108844,7.812856,0.5758037567138672,8.685418,0.00016899603,3.754902e-05
n03642806_7780_laptop.jpg,epsilon,1.0842569e+17,1.328656462585034e-05,8.511218,0.5874779224395752,0.28555104,0.023796251,0.024613382
n03642806_7780_laptop.jpg,alpha_beta,0.04197747,0.010516315901360544,7.1926756,0.8208613395690918,216.79883,2.414229e-05,2.8161767e-05
n03642806_7780_laptop.jpg,composite,0.041950468,0.010503029336734694,7.1927423,0.88968825340271,216.79883,2.414229e-05,2.8161767e-05
n02076196_1965_seal.jpg,z_plus,4.2237265e-05,0.0040058992346938774,9.063797,0.5650520324707031,0.9648833,0.00016056176,3.706506e-05
n02076196_1965_seal.jpg,epsilon,2.2162916e+18,5.978954081632653e-05,8.784755,0.5874409675598145,0.1152728,0.056147743,0.19406338
n02076196_1965_seal.jpg,alpha_beta,0.043106146,0.005839445153061225,9.087002,0.862668514251709,165.11092,0.00026527594,4.6331323e-05
n02076196_1965_seal.jpg,composite,0.043130282,0.005812872023809524,9.08651,0.9047565460205078,165.11092,0.00026527594,4.6331323e-05
n03793489_3923_computer_mouse.jpg,z_plus,0.00011699265,0.004816379676870749,10.414969,0.693645715713501,2.1775298,0.0006830087,1.0972103e-05
