Image,Global_Rule,Total_Leakage_(%),Sparsity,Heatmap_Entropy,Execution_Time,Structure-Tolerance_Add,Structure-Tolerance_Padding,Structure-Tolerance_Gap
n03950228_34570_pitcher.jpg,z_plus,99.31792298107433,0.9353139226630575,11.36257,16.74583911895752,,,0.00024547257817878414
n03950228_34570_pitcher.jpg,epsilon,101.12223857357318,0.08011841776564767,10.797853,21.85429358482361,,,38.56141588697948
n03950228_34570_pitcher.jpg,alpha_beta,73444490.05066107,2.982815255608625e-05,5.917192,37.98448181152344,,,0.001426078787514841
n03950228_34570_pitcher.jpg,composite,326.76641452614643,0.23315921149278718,9.416194,38.859675884246826,,,86.256100767331
n02129604_9026_tiger.jpg,z_plus,97.23387058496785,0.7543614351815603,11.444652,4.46335768699646,,,0.0031148674996981634
n02129604_9026_tiger.jpg,epsilon,98.95266759962868,0.053157496374015206,11.037342,1.6649892330169678,,,6.147768926322509
n02129604_9026_tiger.jpg,alpha_beta,2271749960.9180207,0.0,5.7012467,6.676651477813721,,,0.006396253073279562
n02129604_9026_tiger.jpg,composite,3693.8492151804985,0.020704466392993368,10.741002,5.492373943328857,,,39.6494814398057
n01662784_2198_turtle.jpg,z_plus,96.18691152262423,0.7587648162026525,11.188216,4.214372396469116,,,0.0025818579847842306
n01662784_2198_turtle.jpg,epsilon,99.91911487612964,0.048873427963147316,10.751039,1.9470851421356201,,,10.593720933790564
n01662784_2198_turtle.jpg,alpha_beta,6188920.598769895,0.0,9.787093,7.341204643249512,,,0.02307971698560498
n01662784_2198_turtle.jpg,composite,9194.109264253188,0.014880519606417527,9.08419,5.259977579116821,,,53.99062791873375
n04254120_621_soap_dispenser.jpg,z_plus,98.45177555896342,0.8973053992684645,11.283455,4.0604612827301025,,,0.005050015710515589
n04254120_621_soap_dispenser.jpg,epsilon,95.3003417830748,0.062381852551984876,10.579358,1.6389822959899902,,,6.612631845275044
