Model,Image_Index,File_Name,Method,Initial_Sum(R_out),Final_Sum(R_in),Absolute_Error,RCE_Value,RCE_Percentage(%),Leakage_Percentage(%),Propagation_Continuity,Inference_Time(s)
DeiT-Tiny,447,n03249569_39070_drum.jpg,TFRP Framework (z+),10.483102,6.6088257,3.8742762,0.36957344,36.957344,36.957340240478516,0.6304265260696411,0.32700085639953613
DeiT-Tiny,448,n03196217_5137_digital_clock.jpg,Conventional LRP (z+),13.394352,7.1860695,6.2082825,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,448,n03196217_5137_digital_clock.jpg,TFRP Framework (z+),13.394352,18.217613,4.8232613,0.36009666,36.009666,-36.00968551635742,1.3600966930389404,0.33477067947387695
DeiT-Tiny,449,n03793489_12136_computer_mouse.jpg,Conventional LRP (z+),10.149259,5.445077,4.7041817,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,449,n03793489_12136_computer_mouse.jpg,TFRP Framework (z+),10.149259,10.551025,0.40176678,0.039585825,3.9585824,-3.9585630893707275,1.039585828781128,0.3261690139770508
DeiT-Tiny,450,n07747607_11507_orange.jpg,Conventional LRP (z+),25.136295,13.485621,11.650674,0.46350005,46.350006,46.35,0.5364999771118164,0.0
DeiT-Tiny,450,n07747607_11507_orange.jpg,TFRP Framework (z+),25.136295,25.671875,0.5355797,0.021307025,2.1307025,-2.1307103633880615,1.0213069915771484,0.3214297294616699
DeiT-Tiny,451,n04004767_13120_printer.jpg,Conventional LRP (z+),12.3223295,6.6109295,5.7114,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,451,n04004767_13120_printer.jpg,TFRP Framework (z+),12.3223295,12.317139,0.0051908493,0.0004212555,0.04212555,0.04212554916739464,0.9995787739753723,0.3210933208465576
DeiT-Tiny,452,n02324045_35129_rabbit.jpg,Conventional LRP (z+),12.25533,6.574984,5.680346,0.46350005,46.350006,46.35,0.5364999771118164,0.0
DeiT-Tiny,452,n02324045_35129_rabbit.jpg,TFRP Framework (z+),12.25533,12.190338,0.06499195,0.005303158,0.5303158,0.5303002595901489,0.994696855545044,0.32737255096435547
DeiT-Tiny,453,n01726692_4835_snake.jpg,Conventional LRP (z+),9.427888,5.0580616,4.3698263,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,453,n01726692_4835_snake.jpg,TFRP Framework (z+),9.427888,9.436737,0.008849144,0.0009386136,0.093861364,-0.09386136382818222,1.0009386539459229,0.3229858875274658
DeiT-Tiny,454,n03764736_9550_milk_can.jpg,Conventional LRP (z+),4.3809676,2.350389,2.0305786,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,454,n03764736_9550_milk_can.jpg,TFRP Framework (z+),4.3809676,4.404785,0.02381754,0.005436593,0.5436593,-0.5436593294143677,1.0054365396499634,0.3246285915374756
DeiT-Tiny,455,n02324045_16987_rabbit.jpg,Conventional LRP (z+),3.8429127,2.0617225,1.7811902,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,455,n02324045_16987_rabbit.jpg,TFRP Framework (z+),3.8429127,3.7965698,0.04634285,0.012059303,1.2059304,1.2059303522109985,0.9879406690597534,0.3233208656311035
DeiT-Tiny,456,n03207941_20675_dishwasher.jpg,Conventional LRP (z+),6.4294086,3.4493775,2.980031,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,456,n03207941_20675_dishwasher.jpg,TFRP Framework (z+),6.4294086,6.8164062,0.3869977,0.060191803,6.0191803,-6.0191802978515625,1.0601917505264282,0.32462286949157715
DeiT-Tiny,457,n02219486_21998_ant.jpg,Conventional LRP (z+),7.944928,4.2624536,3.6824746,0.46350005,46.350006,46.35,0.5364999771118164,0.0
DeiT-Tiny,457,n02219486_21998_ant.jpg,TFRP Framework (z+),7.944928,7.8614063,0.08352184,0.010512599,1.0512599,1.051283597946167,0.9894874095916748,0.3249785900115967
DeiT-Tiny,458,n01770393_12410_scorpion.jpg,Conventional LRP (z+),14.699275,7.886161,6.813114,0.46350002,46.350002,46.35,0.5364999771118164,0.0
DeiT-Tiny,458,n01770393_12410_scorpion.jpg,TFRP Framework (z+),14.699275,14.982788,0.28351307,0.019287555,1.9287554,-1.9287554025650024,1.0192875862121582,0.3284265995025635
DeiT-Tiny,459,n02840245_10033_binder.jpg,Conventional LRP (z+),3.5785444,1.919889,1.6586554,0.46350002,46.350002,46.35,0.5364999771118164,0.0
